time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m 
2022-05-07T04:00,10.5,1.7,1.7,100,99,100,100,14.2,24
2022-05-07T05:00,10.4,1.6,1.6,100,98,100,100,16.1,29
2022-05-07T06:00,10.5,2.1,2.1,100,65,100,100,18.5,33
2022-05-07T07:00,10.5,1.5,1.5,100,70,100,100,19.9,32
2022-05-07T08:00,10.8,1.2,1.2,100,71,100,100,20.9,32
2022-05-07T09:00,10.9,1.1,1.1,100,59,100,100,21.9,30
2022-05-07T10:00,11,1.1,1.1,100,95,100,79,18.2,30
2022-05-07T11:00,11.1,1.2,1.2,100,58,100,50,19.6,26
2022-05-07T12:00,11.1,1,1,100,92,100,29,20.3,25
2022-05-07T13:00,11.2,0.4,0.4,100,100,100,23,23.2,30
2022-05-07T14:00,11,0.5,0.5,100,100,100,14,23.5,32
2022-05-07T15:00,10.5,0.5,0.5,100,100,100,21,24,36
2022-05-07T16:00,10.3,0.4,0.4,100,99,100,28,23.6,39
2022-05-07T17:00,10,0.6,0.6,100,97,100,20,25.5,44
2022-05-07T18:00,9.8,0.5,0.5,100,100,100,31,26.9,51
2022-05-07T19:00,9.8,1.4,1.4,100,100,100,44,26.4,52
2022-05-07T20:00,9.7,1.3,1.3,100,100,100,42,25.5,54
2022-05-07T21:00,9.7,1.2,1.2,100,92,100,44,25,54
2022-05-07T22:00,9.2,0.8,0.8,100,98,100,61,23.3,51
2022-05-07T23:00,9.1,0.8,0.8,100,58,100,70,23.7,48
2022-05-08T00:00,9,1.2,1.2,100,41,100,67,23.5,49
2022-05-08T01:00,8.8,1.1,1.1,100,45,100,60,22.8,52
2022-05-08T02:00,8.6,0.8,0.8,85,7,100,61,22.5,55
2022-05-08T03:00,8.2,0.8,0.8,99,15,100,85,21.8,56
2022-05-08T04:00,8.1,0.6,0.6,100,24,100,91,21.6,57
2022-05-08T05:00,8,0.6,0.6,100,30,100,88,21.5,55
2022-05-08T06:00,7.8,0.5,0.5,100,100,100,93,21.8,51
2022-05-08T07:00,8,0.4,0.4,100,100,100,97,22.2,48
2022-05-08T08:00,8,0.3,0.3,100,100,100,91,22.4,48
2022-05-08T09:00,7.9,0.2,0.2,100,100,100,74,22.4,48
2022-05-08T10:00,8.6,0.1,0.1,100,36,100,53,18.6,54
2022-05-08T11:00,8.6,0.2,0.2,77,0,100,58,19.4,55
2022-05-08T12:00,8.8,0.2,0.2,61,3,97,0,20.9,54
2022-05-08T13:00,9.2,0.1,0.1,54,5,82,0,25.1,52
2022-05-08T14:00,10.1,0.1,0.1,92,35,100,0,25.7,47
2022-05-08T15:00,11.6,0.1,0.1,100,52,100,1,24.2,44
2022-05-08T16:00,12.4,0.1,0.1,86,28,99,6,23.5,41
2022-05-08T17:00,13,0.1,0.1,52,0,80,12,23.7,41
2022-05-08T18:00,13.7,0.2,0.2,32,0,46,16,23.7,41
2022-05-08T19:00,14.1,0,0,19,0,21,22,23.8,38
2022-05-08T20:00,14.3,0,0,15,1,13,21,23.9,37
2022-05-08T21:00,14.7,0,0,17,0,11,34,23.1,34
2022-05-08T22:00,14.7,0,0,47,1,33,88,14.5,30
2022-05-08T23:00,14.2,0,0,70,0,70,94,13.4,27
2022-05-09T00:00,13.8,0,0,84,0,92,96,12.3,32
2022-05-09T01:00,13.1,0,0,88,0,97,100,13.9,37
2022-05-09T02:00,12.6,0,0,88,0,96,100,16.4,40
2022-05-09T03:00,11.6,0,0,74,0,73,100,18.1,44
2022-05-09T04:00,11.1,0,0,58,0,47,99,18.5,53
2022-05-09T05:00,10.3,0,0,26,0,5,78,18.9,59
2022-05-09T06:00,9.9,0,0,5,0,0,16,19,61
2022-05-09T07:00,9.2,0,0,1,0,0,2,19.6,64
2022-05-09T08:00,8.9,0,0,0,0,0,1,20.3,67
2022-05-09T09:00,8.1,0,0,0,0,0,0,20.5,68
2022-05-09T10:00,9.1,0,0,1,0,0,2,17.7,77
2022-05-09T11:00,9.5,0,0,1,0,0,3,18.9,77
2022-05-09T12:00,10.8,0,0,0,0,0,0,18.3,75
2022-05-09T13:00,11.6,0,0,0,0,0,1,21.3,68
2022-05-09T14:00,12.8,0,0,3,0,0,10,22.6,61
2022-05-09T15:00,15.2,0,0,2,0,0,8,22.1,56
2022-05-09T16:00,16.4,0,0,0,0,0,0,21.6,53
2022-05-09T17:00,17.6,0,0,0,0,0,0,20.5,52
2022-05-09T18:00,18.5,0,0,0,0,0,0,19.7,52
2022-05-09T19:00,19.2,0,0,0,0,0,0,19.6,49
2022-05-09T20:00,20.1,0,0,0,0,0,0,19.6,47
2022-05-09T21:00,20.3,0,0,0,0,0,0,18.9,42
2022-05-09T22:00,19.5,0,0,1,1,0,0,15.1,33
2022-05-09T23:00,19,0,0,0,0,0,0,14,35
2022-05-10T00:00,17.6,0,0,0,0,0,0,14.3,41
2022-05-10T01:00,16.6,0,0,0,0,0,0,17.1,42
2022-05-10T02:00,15.3,0,0,0,0,0,0,19.9,44
2022-05-10T03:00,13.6,0,0,0,0,0,0,21.1,46
2022-05-10T04:00,13.1,0,0,0,0,0,0,20.5,51
2022-05-10T05:00,12,0,0,0,0,0,0,20,56
2022-05-10T06:00,11.7,0,0,0,0,0,0,20,60
2022-05-10T07:00,11.5,0,0,0,0,0,0,20.1,61
2022-05-10T08:00,11.4,0,0,0,0,0,0,20.1,61
2022-05-10T09:00,10.9,0,0,0,0,0,0,20.5,59
2022-05-10T10:00,11.8,0,0,0,0,0,0,17.7,61
2022-05-10T11:00,12.1,0,0,0,0,0,0,19.7,62
2022-05-10T12:00,12.8,0,0,0,0,0,0,18.4,64
2022-05-10T13:00,13.6,0,0,0,0,0,0,21.4,61
2022-05-10T14:00,15.2,0,0,0,0,0,0,21.6,60
2022-05-10T15:00,17,0,0,0,0,0,0,21.1,57
2022-05-10T16:00,18,0,0,0,0,0,0,20.5,51
2022-05-10T17:00,19.8,0,0,0,0,0,0,19.4,48
2022-05-10T18:00,20.3,0,0,0,0,0,0,18.8,45
2022-05-10T19:00,20.7,0,0,0,0,0,0,18.6,41
2022-05-10T20:00,20.8,0,0,4,0,6,0,18.2,34
2022-05-10T21:00,20.5,0,0,13,0,21,0,16.3,18
2022-05-10T22:00,19.3,0,0,18,0,30,1,9.6,13
2022-05-10T23:00,18.8,0,0,21,0,35,0,9.7,360
2022-05-11T00:00,17.6,0,0,18,0,30,0,10.8,360
2022-05-11T01:00,16.8,0,0,9,0,15,0,12.7,15
2022-05-11T02:00,15.8,0,0,2,0,4,0,15,30
2022-05-11T03:00,14.6,0,0,0,0,0,0,15.6,40
2022-05-11T04:00,14.1,0,0,0,0,0,0,15.3,47
2022-05-11T05:00,12.9,0,0,0,0,0,0,15.2,54
2022-05-11T06:00,12.5,0,0,0,0,0,0,15.8,60
2022-05-11T07:00,12.1,0,0,5,6,0,0,16.3,68
2022-05-11T08:00,12,0,0,17,19,0,0,17,69
2022-05-11T09:00,11.9,0,0,32,35,1,0,17.3,67
2022-05-11T10:00,12.9,0,0,14,16,0,0,16.9,70
2022-05-11T11:00,13,0,0,17,19,0,0,17.6,64
2022-05-11T12:00,13.8,0,0,14,12,5,0,16.9,63
2022-05-11T13:00,14.7,0,0,14,5,15,0,19.9,55
2022-05-11T14:00,15.6,0,0,13,13,2,0,20.1,46
2022-05-11T15:00,17.4,0,0,20,21,2,0,19.2,38
2022-05-11T16:00,18.4,0,0,35,38,1,0,17.8,36
2022-05-11T17:00,19.7,0,0,44,46,5,0,15.8,35
2022-05-11T18:00,21.1,0,0,69,71,9,0,14.2,36
2022-05-11T19:00,20.3,0,0,66,69,6,0,12.6,37
2022-05-11T20:00,20.8,0,0,53,52,11,0,10.3,36
2022-05-11T21:00,20.6,0,0,43,39,13,0,7.7,28
2022-05-11T22:00,20.3,0,0,15,10,10,0,4.2,20
2022-05-11T23:00,20.2,0,0,4,2,3,0,6.4,317
2022-05-12T00:00,19.7,0,0,0,0,0,0,6.7,306
2022-05-12T01:00,17.4,0,0,1,1,0,0,9.2,312
2022-05-12T02:00,15.8,0,0,2,2,0,0,8,324
2022-05-12T03:00,15.7,0,0,1,1,0,0,5.8,356
2022-05-12T04:00,15.7,0,0,17,10,13,0,6.1,50
2022-05-12T05:00,15,0,0,26,14,23,0,5.9,52
2022-05-12T06:00,14.4,0,0,20,17,7,0,7.7,41
2022-05-12T07:00,14.2,0,0,7,8,0,0,8.7,38
2022-05-12T08:00,14.1,0,0,5,5,0,0,9.1,34
2022-05-12T09:00,13.8,0,0,36,38,3,0,9.2,42
2022-05-12T10:00,15.1,0,0,59,65,1,0,6.1,50
2022-05-12T11:00,15.1,0,0,71,79,0,0,8.7,45
2022-05-12T12:00,15.6,0,0,75,83,0,0,8.9,40
2022-05-12T13:00,15.8,0,0,67,74,0,0,10.9,34
2022-05-12T14:00,16.4,0,0,90,99,2,0,11,32
2022-05-12T15:00,18.2,0,0,91,100,1,0,11,23
2022-05-12T16:00,18.9,0,0,89,99,0,0,10.9,9
2022-05-12T17:00,19.6,0,0,77,86,0,0,10.1,4
2022-05-12T18:00,20.2,0,0,86,86,0,27,9,16
2022-05-12T19:00,20.7,0,0,100,88,3,82,9,16
2022-05-12T20:00,21.2,0,0,100,98,3,46,8.6,358
2022-05-12T21:00,21.2,0,0,41,43,4,0,10.1,343
2022-05-12T22:00,19.8,0,0,51,55,0,4,6.6,311
2022-05-12T23:00,19.3,0,0,36,36,4,3,5.4,307
2022-05-13T00:00,18.6,0,0,20,14,1,22,5.6,310
2022-05-13T01:00,17.8,0,0,18,9,1,32,7.1,319
2022-05-13T02:00,16.7,0,0,25,23,0,15,8.9,333
2022-05-13T03:00,16,0,0,68,75,0,1,9,344
2022-05-13T04:00,15.7,0,0,90,100,0,0,6.8,3
2022-05-13T05:00,15.5,0,0,90,100,0,0,6.8,32
2022-05-13T06:00,15.4,0,0,90,100,0,0,6.6,41
2022-05-13T07:00,15.2,0,0,90,100,0,0,7.7,49
2022-05-13T08:00,15.2,0,0,90,100,0,0,8.9,50
2022-05-13T09:00,15.1,0,0,90,100,0,0,8.7,38
2022-05-13T10:00,15.4,0,0,90,100,0,0,6.3,31
2022-05-13T11:00,15.4,0,0,90,100,0,0,8.3,34
2022-05-13T12:00,15.7,0,0,90,100,0,0,8.7,17
2022-05-13T13:00,16.1,0,0,94,100,1,11,8.8,19
2022-05-13T14:00,16.4,0,0,95,100,1,13,9.3,28
2022-05-13T15:00,18.1,0,0,100,100,6,23,9.7,27
2022-05-13T16:00,19.1,0,0,99,100,6,17,10.8,26
2022-05-13T17:00,20,0,0,100,100,23,15,10.6,18
2022-05-13T18:00,20.4,0,0,100,100,25,15,10.6,10
2022-05-13T19:00,20.5,0,0,100,100,24,24,9.8,352
2022-05-13T20:00,20,0,0,100,100,52,24,8.1,339
2022-05-13T21:00,19.7,0.1,0.1,100,100,50,31,8.1,328
2022-05-13T22:00,17.9,0.1,0.1,100,94,37,42,6.1,315
2022-05-13T23:00,17.2,0,0,100,78,37,30,4.3,355
2022-05-14T00:00,16.8,0,0,100,83,25,45,5.2,335
2022-05-14T01:00,16.9,0,0,98,88,10,41,5.1,309
2022-05-14T02:00,17.3,0,0,100,100,2,76,4.8,312
2022-05-14T03:00,16.6,0,0,100,100,2,93,5.4,318
2022-05-14T04:00,16.2,0,0,100,100,0,82,4.5,331
2022-05-14T05:00,15.5,0,0,96,100,2,17,4.5,331
2022-05-14T06:00,15.5,0,0,100,100,5,52,4.6,309
2022-05-14T07:00,15.5,0,0,100,100,13,41,4.3,318
2022-05-14T08:00,15.7,0,0,96,100,0,21,2.9,360
2022-05-14T09:00,15.3,0,0,92,100,1,5,4,355
2022-05-14T10:00,16.6,0,0,100,100,2,89,4.4,35
2022-05-14T11:00,16.8,0,0,100,100,1,99,3.9,22
2022-05-14T12:00,17.5,0,0,100,100,1,100,4.1,345
2022-05-14T13:00,18,0,0,100,100,2,100,5.3,332
2022-05-14T14:00,19,0,0,100,100,3,100,4.3,355
2022-05-14T15:00,19.6,0,0,100,100,7,100,4.3,355
2022-05-14T16:00,19.5,0.1,0.1,100,100,22,100,4.2,329
2022-05-14T17:00,19.2,0,0,100,100,27,100,6.1,320
2022-05-14T18:00,19.4,0,0,100,99,89,100,9.5,307
2022-05-14T19:00,20.6,0.6,0.6,100,100,95,100,10,296
2022-05-14T20:00,19,1.4,1.4,100,100,100,100,6.5,304
2022-05-14T21:00,19.5,1.1,1.1,100,100,100,99,5.9,317
2022-05-14T22:00,18.5,1,1,100,75,97,99,6.6,299
2022-05-14T23:00,18.1,0.7,0.7,100,57,95,98,8.3,304
2022-05-15T00:00,17.5,0.4,0.4,100,50,80,94,6,303
2022-05-15T01:00,17.2,0.3,0.3,100,100,82,91,5,300
2022-05-15T02:00,17,0.4,0.4,100,90,94,80,5.5,302
2022-05-15T03:00,16.3,0.9,0.9,100,100,95,80,5.2,295
2022-05-15T04:00,16.2,1,1,100,100,97,66,4.7,293
2022-05-15T05:00,15.9,0.8,0.8,100,100,97,43,5.1,278
2022-05-15T06:00,15.8,0.4,0.4,100,100,100,35,5.5,259
2022-05-15T07:00,15.7,0.4,0.4,100,100,92,42,5.4,278
2022-05-15T08:00,15.7,0.1,0.1,100,100,57,41,4.3,270
2022-05-15T09:00,15.5,0,0,100,100,49,1,5,249
2022-05-15T10:00,16.4,0,0,100,100,15,8,3.2,270
2022-05-15T11:00,16.9,0,0,100,100,18,20,2.2,261
2022-05-15T12:00,17.6,0,0,93,100,5,0,4.5,241
2022-05-15T13:00,18.2,0,0,98,100,13,0,6,237
2022-05-15T14:00,19.3,0,0,100,100,21,0,5.9,227
2022-05-15T15:00,20.5,0.1,0.1,98,100,14,0,6.9,219
2022-05-15T16:00,20.4,0.1,0.1,95,100,8,0,8.2,221
2022-05-15T17:00,21.4,0.1,0.1,90,100,0,0,9.2,219
2022-05-15T18:00,22.3,0,0,84,91,3,0,9.6,214
2022-05-15T19:00,22.6,0,0,49,51,5,0,9.7,225
2022-05-15T20:00,22.5,0,0,36,31,13,0,10.5,239
2022-05-15T21:00,22.6,0.2,0.2,45,44,8,1,10.6,246
2022-05-15T22:00,21.7,0,0,36,23,11,29,7.6,275
2022-05-15T23:00,20.5,0,0,19,7,7,28,5.4,274
2022-05-16T00:00,19.8,0,0,16,5,5,28,6.4,297
2022-05-16T01:00,19,0,0,29,9,4,63,7.2,288
2022-05-16T02:00,18.7,0,0,26,20,3,22,7.4,284
2022-05-16T03:00,18.2,0,0,54,32,4,76,9.4,270
2022-05-16T04:00,17.9,0,0,53,26,2,96,10.2,247
2022-05-16T05:00,17.9,0,0,56,20,15,95,10.5,239
2022-05-16T06:00,17.9,0,0,35,7,8,81,9.1,236
2022-05-16T07:00,17.7,0,0,11,12,0,2,7.7,221
2022-05-16T08:00,17.1,0,0,8,3,9,1,7,215
2022-05-16T09:00,16.3,0,0,19,1,29,2,6.5,214
2022-05-16T10:00,17.3,0,0,23,0,35,6,6.8,183
2022-05-16T11:00,17.4,0,0,9,1,10,8,2.3,288
2022-05-16T12:00,17.8,0,0,3,1,1,4,3.5,294
2022-05-16T13:00,17.8,0,0,20,4,7,41,6.9,279
2022-05-16T14:00,18.8,0,0,66,43,28,34,8.6,270
2022-05-16T15:00,21.5,0,0,100,63,66,31,10.1,268
2022-05-16T16:00,23,1.1,1.1,100,65,97,8,12.3,277
2022-05-16T17:00,22.7,0,0,22,13,6,21,14.1,285
2022-05-16T18:00,22.1,0.1,0.1,29,11,6,50,16.5,286
2022-05-16T19:00,22.5,0.2,0.2,62,17,30,96,19.1,268
2022-05-16T20:00,22.6,1.4,1.4,100,46,92,82,13.4,256
2022-05-16T21:00,23.1,0.2,0.2,40,22,9,48,12.6,250
2022-05-16T22:00,22.5,1.5,1.5,68,25,43,66,5.1,262
2022-05-16T23:00,20.3,2.2,2.2,58,12,59,40,10.1,197
2022-05-17T00:00,19.5,0,0,49,9,43,50,11.3,187
2022-05-17T01:00,18.7,0,0,10,1,13,5,12.6,193
2022-05-17T02:00,18.2,0,0,3,1,4,0,16.7,186
2022-05-17T03:00,17.3,0,0,3,2,2,0,20.5,162
2022-05-17T04:00,16.8,0,0,0,0,0,0,17.7,153
2022-05-17T05:00,16.1,0,0,0,0,0,0,18.2,155
2022-05-17T06:00,15.6,0,0,0,0,0,0,17.3,159
2022-05-17T07:00,15,0,0,0,0,0,0,15.5,167
2022-05-17T08:00,14.5,0,0,0,0,0,0,14.2,171
2022-05-17T09:00,13.7,0,0,0,0,0,0,13,175
2022-05-17T10:00,14.6,0,0,0,0,0,0,6.5,183
2022-05-17T11:00,14.9,0,0,0,0,0,0,9,209
2022-05-17T12:00,16,0,0,0,0,0,0,9.7,225
2022-05-17T13:00,17.2,0,0,0,0,0,0,12.5,219
2022-05-17T14:00,18.5,0,0,0,0,0,0,15.3,207
2022-05-17T15:00,21.1,0,0,2,0,4,0,17.2,200
2022-05-17T16:00,22.3,0,0,31,4,45,0,21.1,189
2022-05-17T17:00,23,0,0,14,0,24,0,23.4,180
2022-05-17T18:00,23.1,0,0,13,0,21,0,27.1,176
2022-05-17T19:00,23.5,0,0,13,0,22,0,25.7,174
2022-05-17T20:00,23.7,0,0,16,0,26,0,23.8,165
2022-05-17T21:00,24,0,0,14,0,24,0,17.9,158
2022-05-17T22:00,23.4,0,0,19,0,32,0,13.7,153
2022-05-17T23:00,22.8,0,0,19,0,31,0,10.7,138
2022-05-18T00:00,21,0,0,7,0,11,0,13.2,119
2022-05-18T01:00,19.8,0,0,1,0,2,0,16.6,114
2022-05-18T02:00,18.6,0,0,0,0,0,0,17.3,113
2022-05-18T03:00,17.2,0,0,0,0,0,0,17.4,114
2022-05-18T04:00,16.9,0,0,0,0,0,0,15.6,119
2022-05-18T05:00,16,0,0,0,0,0,0,14.5,125
2022-05-18T06:00,15.1,0,0,0,0,0,0,13,132
2022-05-18T07:00,14.4,0,0,0,0,0,0,12.9,144
2022-05-18T08:00,13.9,0,0,0,0,0,0,13.6,148
2022-05-18T09:00,13.4,0,0,0,0,0,0,13.3,147
2022-05-18T10:00,14,0,0,0,0,0,0,13.4,149
2022-05-18T11:00,14,0,0,0,0,0,1,10.6,156
2022-05-18T12:00,14.9,0,0,3,0,0,10,10.5,153
2022-05-18T13:00,15.6,0,0,16,0,0,53,12.5,141
2022-05-18T14:00,16.3,0,0,14,0,0,48,13,129
2022-05-18T15:00,17.7,0,0,26,0,0,88,11,128
2022-05-18T16:00,18.3,0,0,26,0,0,88,9.2,135
2022-05-18T17:00,19.2,0,0,29,0,0,97,8.4,149
2022-05-18T18:00,19.7,0,0,27,1,0,87,7.9,164
2022-05-18T19:00,20.3,0,0,34,4,7,87,8,172
2022-05-18T20:00,20.9,0,0,57,0,46,99,8.3,182
2022-05-18T21:00,21.3,0,0,44,0,60,25,9.7,184
2022-05-18T22:00,20.7,0,0,38,0,53,21,7.6,225
2022-05-18T23:00,20.8,0,0,33,0,51,7,6.4,254
2022-05-19T00:00,19.5,0,0,80,0,85,95,7.2,267
2022-05-19T01:00,18.9,0,0,52,0,36,100,8.6,270
2022-05-19T02:00,18.2,0,0,48,0,30,100,10,257
2022-05-19T03:00,17.2,0,0,50,0,33,100,9.8,234
2022-05-19T04:00,17.1,0,0,90,0,100,100,10.1,215
2022-05-19T05:00,16,0.3,0.3,90,0,100,100,5.6,220
2022-05-19T06:00,15.2,1.4,1.4,90,0,100,100,3.7,281
2022-05-19T07:00,14.7,1.2,1.2,90,0,100,100,4.1,308
2022-05-19T08:00,14.2,2.4,2.4,100,19,100,100,7.5,305
2022-05-19T09:00,13.3,3,3,100,78,100,100,10,300
2022-05-19T10:00,13.4,3.4,3.4,100,100,100,99,9.1,326
2022-05-19T11:00,13.3,2.9,2.9,100,99,100,87,6.8,360
2022-05-19T12:00,13.5,1.9,1.9,100,100,100,62,12.3,353
2022-05-19T13:00,13.2,0.3,0.3,100,100,91,0,11.9,346
2022-05-19T14:00,13,0,0,100,100,69,0,9.1,353
2022-05-19T15:00,13.5,0,0,97,100,11,0,8,355
2022-05-19T16:00,13.7,0,0,88,90,11,0,7.9,344
2022-05-19T17:00,14.3,0,0,97,100,12,0,3.4,302
2022-05-19T18:00,14.6,0,0,93,95,13,0,6,205
2022-05-19T19:00,15.7,0,0,95,99,10,0,10.1,186
2022-05-19T20:00,17.1,0,0,98,100,13,0,13.7,185
2022-05-19T21:00,18.1,0,0,95,98,11,0,7.6,199
2022-05-19T22:00,18.9,0,0,11,11,2,0,4.8,243
2022-05-19T23:00,19.3,0,0,4,2,2,3,5.8,270
2022-05-20T00:00,18.7,0,0,15,6,6,21,4.9,306
2022-05-20T01:00,17.7,0.1,0.1,30,20,13,15,5.8,330
2022-05-20T02:00,17.1,0.1,0.1,30,10,7,57,7.1,330
2022-05-20T03:00,16,0,0,29,3,2,83,5.6,315
2022-05-20T04:00,15.5,0,0,20,1,3,58,4.9,324
2022-05-20T05:00,14.9,0,0,5,0,3,12,5.3,332
2022-05-20T06:00,15.1,0,0,8,0,3,20,4.7,337
2022-05-20T07:00,14.7,0,0,6,3,3,4,4.7,4
2022-05-20T08:00,14.5,0,0,42,47,0,0,7,12
2022-05-20T09:00,14.2,0,0,91,100,0,4,5.8,360
2022-05-20T10:00,13.7,0,0,98,100,0,27,3.4,32
2022-05-20T11:00,13.1,0,0,100,100,0,75,4.2,20
2022-05-20T12:00,13.3,0,0,91,80,1,61,5.8,7
2022-05-20T13:00,14.3,0,0,72,52,0,84,6.8,342
2022-05-20T14:00,15.7,0,0,41,4,13,97,8,333
2022-05-20T15:00,18.2,0,0,75,0,78,95,10.1,325
2022-05-20T16:00,19.8,0,0,57,0,49,93,11.2,327
2022-05-20T17:00,20.3,0,0,32,0,5,97,12.4,324
2022-05-20T18:00,20.7,0,0,33,1,8,91,15.3,321
2022-05-20T19:00,20.6,0,0,28,2,16,54,16.7,323
2022-05-20T20:00,20.3,0,0,30,4,12,64,15.2,324
2022-05-20T21:00,19.1,0.1,0.1,47,13,20,78,15.1,322
2022-05-20T22:00,18.6,0.9,0.9,100,57,37,91,7.2,333
2022-05-20T23:00,18.6,0.7,0.7,96,14,92,93,12.2,341
2022-05-21T00:00,18.4,0.2,0.2,100,30,99,99,9.1,353
2022-05-21T01:00,18.3,0.2,0.2,100,89,78,99,9.1,342
2022-05-21T02:00,18.2,0.1,0.1,100,100,15,100,8.6,345
2022-05-21T03:00,17.8,0,0,100,100,1,100,8.1,339
2022-05-21T04:00,17.3,0,0,100,100,1,100,6.9,351
2022-05-21T05:00,16.5,0,0,100,100,0,98,5.4,360
2022-05-21T06:00,16.3,0,0,100,100,0,98,3.3,6
2022-05-21T07:00,16.3,0,0,100,100,4,100,2.6,34
2022-05-21T08:00,16.2,0,0,100,100,11,96,2.8,50
2022-05-21T09:00,16.1,0,0,100,100,2,91,1.4,360
2022-05-21T10:00,17,0,0,100,100,52,43,2.9,83
2022-05-21T11:00,17.3,0,0,90,100,0,0,2.9,180
2022-05-21T12:00,18,0,0,80,85,5,0,6.1,183
2022-05-21T13:00,18.7,0,0,46,47,1,11,8.7,173
2022-05-21T14:00,21.5,0,0,17,18,0,3,7.6,175
2022-05-21T15:00,23.3,0,0,2,2,0,0,6.1,183
2022-05-21T16:00,24.8,0,0,0,0,0,0,4.3,204
2022-05-21T17:00,26.1,0,0,0,0,0,0,4,243
2022-05-21T18:00,26.6,0,0,2,0,3,0,7.8,248
2022-05-21T19:00,28.2,0,0,0,0,0,0,10.1,253
2022-05-21T20:00,28.6,0,0,2,0,0,6,10,257
2022-05-21T21:00,28.8,0,0,0,0,0,1,9.1,261
2022-05-21T22:00,28,0,0,10,3,0,24,6.2,249
2022-05-21T23:00,28.2,0,0,11,0,0,35,6.9,261
2022-05-22T00:00,26.8,0,0,6,1,1,15,9.9,289
2022-05-22T01:00,26.3,0,0,6,1,0,18,9,270
2022-05-22T02:00,25.7,0,0,5,1,0,15,10.5,243
2022-05-22T03:00,24.6,0,0,4,0,0,13,11,232
2022-05-22T04:00,24.1,0,0,4,0,0,13,11.2,225
2022-05-22T05:00,23.4,0,0,4,0,3,7,10,221
2022-05-22T06:00,22.9,0,0,3,0,3,3,9.2,222
2022-05-22T07:00,22.6,0,0,2,0,0,5,8.2,229
2022-05-22T08:00,22.1,0,0,3,0,0,9,7.5,235
2022-05-22T09:00,20.9,0,0,1,0,0,2,7.9,223
2022-05-22T10:00,22.1,0,0,16,0,0,52,7.3,200
2022-05-22T11:00,22.3,0,0,32,0,22,62,6.5,236
2022-05-22T12:00,23.2,0,0,32,0,41,24,7.7,221
2022-05-22T13:00,24,0,0,35,0,46,26,9,203
2022-05-22T14:00,24.8,0,0,51,0,62,45,9,196
2022-05-22T15:00,25.2,0,0,70,0,96,41,8.3,198
2022-05-22T16:00,26.1,0,0,58,0,81,32,6.5,214
2022-05-22T17:00,27.3,0,0,28,0,44,6,8.2,221
2022-05-22T18:00,28.7,0,0,0,0,0,0,9.4,230
2022-05-22T19:00,29.2,0,0,1,0,0,3,10,244
2022-05-22T20:00,29.3,0,0,35,5,31,38,11.3,248
2022-05-22T21:00,29,0,0,43,8,40,40,11.5,238
2022-05-22T22:00,28.2,0,0,41,0,38,62,6.8,267
2022-05-22T23:00,26.8,0,0,41,1,33,69,7.4,231
2022-05-23T00:00,25.3,0,0,27,0,26,38,8.2,221
2022-05-23T01:00,24.8,0.3,0.3,42,10,17,75,9,175
2022-05-23T02:00,23.9,0,0,52,14,31,70,12.3,130
2022-05-23T03:00,22.6,0,0,35,5,13,74,14.5,109
2022-05-23T04:00,22,0,0,47,3,30,88,15.9,115
2022-05-23T05:00,20.6,0,0,74,0,75,96,16.4,119
2022-05-23T06:00,20.3,0,0,86,0,95,97,16.7,115
2022-05-23T07:00,19.4,0,0,71,0,73,89,20.3,110
2022-05-23T08:00,18.5,0,0,79,1,83,94,21,106
2022-05-23T09:00,17.4,0,0,43,0,24,94,19.8,106
2022-05-23T10:00,17,0,0,40,1,17,97,15,101
2022-05-23T11:00,16.8,0,0,31,0,5,94,15.2,95
2022-05-23T12:00,17,0,0,28,0,0,93,16.6,86
2022-05-23T13:00,17.4,0,0,26,0,0,85,15.8,90
2022-05-23T14:00,18,0,0,24,0,0,80,15.2,94
2022-05-23T15:00,19.7,0,0,26,0,0,85,14.8,94
2022-05-23T16:00,20.2,0,0,26,0,0,85,13.3,92
2022-05-23T17:00,20.8,0,0,28,0,0,92,12.3,93
2022-05-23T18:00,21.5,0,0,30,0,0,99,11.9,93
2022-05-23T19:00,21.8,0,0,26,0,0,86,11.2,90
2022-05-23T20:00,22.3,0,0,26,0,0,88,10.8,86
2022-05-23T21:00,22.2,0,0,30,0,0,99,10.1,88
2022-05-23T22:00,21.3,0,0,32,0,4,99,8.6,88
2022-05-23T23:00,21.2,0,0,34,0,7,100,7.8,77
2022-05-24T00:00,20.7,0,0,37,0,12,100,5.8,68
2022-05-24T01:00,19.8,0,0,61,0,52,100,7.1,60
2022-05-24T02:00,19,0,0,83,0,88,100,6.6,45
2022-05-24T03:00,18.4,0,0,80,0,84,100,4,10
2022-05-24T04:00,18.3,0,0,89,0,99,100,5.8,338
2022-05-24T05:00,17.7,0,0,90,0,100,100,6.8,328
2022-05-24T06:00,17.2,0,0,90,0,100,100,6.3,329
2022-05-24T07:00,16.8,0,0,90,0,100,100,7.2,354
2022-05-24T08:00,16.1,0,0,90,0,100,100,9,5
2022-05-24T09:00,15.6,0,0,82,0,87,99,8.7,5
2022-05-24T10:00,16,0,0,68,0,63,100,7.5,17
2022-05-24T11:00,15.9,0,0,30,0,0,100,9.2,26
2022-05-24T12:00,16.1,0,0,35,6,0,100,10.5,27
